Index;Date;Hour;Nb Sat.;GPS;KmH;Kt;GPS Position;X ACC;Y ACC;Z ACC;X GYR;Y GYR;Z GYR;X Angle;Y Angle;Battery V;Battery Level;Pyro V;Temperature;Mode;Radio Event;SrcDetect;EquaDetect;Internal status;Pyro status
30988;01/06/2026;08:50:52;9;3;113.1;61.0;47.36538079 4.90460125;-32.86;-28.25;11.02;-12.82;-4.68;0.66;1.08;1.10;3.3;14;7.0;27;0;0;0;0;896;255
30989;01/06/2026;08:50:52;9;3;111.7;60.3;47.36537258 4.90459026;-32.80;-28.32;9.80;-13.81;-2.79;0.70;1.04;1.08;3.3;14;7.0;27;0;0;0;0;896;255
30990;01/06/2026;08:50:52;9;3;111.8;60.3;47.36537012 4.90458726;-32.79;-28.41;8.58;-14.73;0.41;0.73;1.03;1.05;3.3;14;7.0;27;0;0;0;0;896;255
30991;01/06/2026;08:50:52;9;3;111.8;60.3;47.36536766 4.90458426;-32.98;-28.42;5.38;-16.61;-5.44;0.77;1.06;1.06;3.3;14;7.0;27;0;0;0;0;896;255
30992;01/06/2026;08:50:52;9;3;111.8;60.3;47.36536520 4.90458126;-33.23;-28.37;3.51;-16.52;-9.64;0.75;1.10;1.08;3.3;14;7.0;27;0;0;0;0;896;255
30993;01/06/2026;08:50:52;9;3;111.8;60.3;47.36536273 4.90457824;-33.15;-28.46;6.81;-14.77;-3.66;0.72;1.12;1.09;3.3;14;7.0;27;0;0;0;0;896;255
30994;01/06/2026;08:50:52;9;3;111.8;60.3;47.36536026 4.90457522;-33.14;-28.32;10.30;-13.41;-7.77;0.68;1.15;1.12;3.3;14;7.0;27;0;0;0;0;896;255
30995;01/06/2026;08:50:52;9;3;111.8;60.3;47.36535779 4.90457220;-33.10;-28.17;8.28;-10.44;-7.03;0.67;1.13;1.13;3.3;14;7.0;27;0;0;0;0;896;255
30996;01/06/2026;08:50:52;9;3;111.8;60.3;47.36535532 4.90456918;-33.05;-28.09;5.43;-10.00;-3.90;0.67;1.12;1.14;3.3;14;7.0;27;0;0;0;0;896;255
30997;01/06/2026;08:50:52;9;3;111.8;60.3;47.36535286 4.90456616;-33.02;-27.93;6.08;-8.34;-3.83;0.64;1.11;1.12;3.3;14;7.0;27;0;0;0;0;896;255
30998;01/06/2026;08:50:52;9;3;111.8;60.3;47.36535039 4.90456313;-33.01;-27.69;6.86;-6.06;-6.62;0.65;1.09;1.10;3.3;14;7.0;27;0;0;0;0;896;255
30999;01/06/2026;08:50:52;13;3;111.8;60.3;47.36534793 4.90456010;-32.90;-27.49;5.97;-4.13;-1.76;0.63;1.05;1.07;3.3;14;7.0;27;0;0;0;0;896;255
31000;01/06/2026;08:50:52;13;3;111.8;60.3;47.36534546 4.90455707;-32.74;-27.35;6.06;-4.94;-0.42;0.67;1.05;1.07;3.3;14;7.0;27;0;0;0;0;896;255
31001;01/06/2026;08:50:53;13;3;111.8;60.3;47.36534300 4.90455404;-32.70;-27.14;5.49;-4.94;-0.95;0.66;1.04;1.05;3.3;14;7.0;27;0;0;0;0;896;255
31002;01/06/2026;08:50:53;13;3;111.8;60.3;47.36533139 4.90453870;-32.83;-27.01;1.21;-5.17;0.47;0.69;1.04;1.05;3.3;14;7.0;27;0;0;0;0;896;255
31003;01/06/2026;08:50:53;13;3;111.8;60.3;47.36531979 4.90452335;-32.91;-26.82;2.14;-6.40;-2.69;0.72;1.10;1.06;3.3;14;7.0;27;0;0;0;0;896;255
31004;01/06/2026;08:50:53;13;3;111.8;60.3;47.36530818 4.90450800;-33.09;-26.57;4.15;-7.58;-7.57;0.77;1.13;1.10;3.3;14;7.0;27;0;0;0;0;896;255
31005;01/06/2026;08:50:53;13;3;111.8;60.3;47.36529657 4.90449264;-33.24;-26.40;-0.01;-6.34;-4.13;0.82;1.18;1.15;3.3;14;7.0;27;0;0;0;0;896;255
31006;01/06/2026;08:50:53;13;3;111.8;60.3;47.36528497 4.90447729;-33.44;-26.28;-0.52;-7.15;-2.22;0.80;1.19;1.15;3.3;14;7.0;27;0;0;0;0;896;255
31007;01/06/2026;08:50:53;9;3;111.8;60.3;47.36527336 4.90446194;-33.75;-26.06;-1.03;-9.47;-10.04;0.77;1.20;1.18;3.3;14;7.0;27;0;0;0;0;896;255
31008;01/06/2026;08:50:53;9;3;111.8;60.3;47.36526193 4.90444682;-34.12;-25.93;-3.00;-9.45;-4.30;0.81;1.23;1.22;3.3;14;7.0;27;0;0;0;0;896;255
31009;01/06/2026;08:50:53;9;3;111.8;60.3;47.36525058 4.90443401;-34.47;-25.76;-5.85;-9.22;-6.48;0.75;1.19;1.21;3.3;14;7.0;27;0;0;0;0;896;255
31010;01/06/2026;08:50:53;9;3;111.8;60.3;47.36523774 4.90442145;-34.86;-25.55;-7.01;-6.17;-5.81;0.73;1.19;1.19;3.3;14;7.0;27;0;0;0;0;896;255
31011;01/06/2026;08:50:53;9;3;111.8;60.3;47.36522475 4.90440873;-35.19;-25.24;-4.76;-4.35;-9.06;0.73;1.19;1.19;3.3;14;7.0;27;0;0;0;0;896;255
31012;01/06/2026;08:50:53;9;3;111.8;60.3;47.36521175 4.90439601;-35.48;-24.83;-3.03;-4.84;-13.14;0.77;1.18;1.19;3.3;14;7.0;27;0;0;0;0;896;255
31013;01/06/2026;08:50:53;9;3;111.8;60.3;47.36519876 4.90438330;-35.73;-24.44;-1.96;-4.21;-9.47;0.75;1.18;1.19;3.3;14;7.0;27;0;0;0;0;896;255
31014;01/06/2026;08:50:53;9;3;111.8;60.3;47.36518577 4.90437058;-35.79;-24.14;-0.83;-1.95;-6.71;0.72;1.15;1.15;3.3;14;7.0;27;0;0;0;0;896;255
31015;01/06/2026;08:50:53;9;3;111.8;60.3;47.36517334 4.90435865;-35.80;-23.78;3.99;-2.35;-9.26;0.68;1.11;1.14;3.3;14;7.0;27;0;0;0;0;896;255
31016;01/06/2026;08:50:53;9;3;115.4;62.3;47.36515973 4.90434840;-35.93;-23.33;2.86;-4.02;-12.71;0.68;1.12;1.13;3.3;14;7.0;27;0;0;0;0;896;255
31017;01/06/2026;08:50:53;9;3;115.4;62.3;47.36515622 4.90434599;-36.03;-22.99;1.84;-2.97;-9.06;0.71;1.12;1.14;3.3;14;7.0;27;0;0;0;0;896;255
31018;01/06/2026;08:50:53;9;3;115.4;62.3;47.36515271 4.90434356;-36.03;-22.49;3.45;-1.10;-10.46;0.72;1.12;1.13;3.3;14;7.0;27;0;0;0;0;896;255
31019;01/06/2026;08:50:53;9;3;115.4;62.3;47.36514920 4.90434113;-35.97;-21.96;5.69;-0.36;-15.45;0.67;1.11;1.10;3.3;14;7.0;27;0;0;0;0;896;255
31020;01/06/2026;08:50:53;9;3;115.4;62.3;47.36514570 4.90433870;-35.98;-21.52;5.41;-2.98;-15.01;0.67;1.14;1.12;3.3;14;7.0;27;0;0;0;0;896;255
31021;01/06/2026;08:50:53;9;3;115.4;62.3;47.36514220 4.90433626;-35.88;-21.23;5.62;-1.85;-8.14;0.65;1.11;1.12;3.3;14;7.0;27;0;0;0;0;896;255
31022;01/06/2026;08:50:53;9;3;115.4;62.3;47.36513870 4.90433381;-35.46;-21.00;10.58;-2.36;-3.32;0.62;1.05;1.08;3.3;14;7.0;27;0;0;0;0;896;255
31023;01/06/2026;08:50:53;9;3;115.4;62.3;47.36513520 4.90433135;-35.30;-20.79;7.49;-3.60;-5.91;0.58;1.04;1.07;3.3;14;7.0;27;0;0;0;0;896;255
31024;01/06/2026;08:50:53;9;3;115.4;62.3;47.36513171 4.90432888;-35.18;-20.57;1.96;-0.40;0.84;0.56;1.02;1.03;3.3;14;7.0;27;0;0;0;0;896;255
31025;01/06/2026;08:50:53;9;3;115.4;62.3;47.36512822 4.90432641;-34.99;-20.36;4.29;0.34;0.42;0.59;1.01;1.04;3.3;14;7.0;27;0;0;0;0;896;255
31026;01/06/2026;08:50:53;13;3;115.4;62.3;47.36512473 4.90432393;-34.98;-19.95;0.57;-0.64;-9.36;0.62;1.07;1.05;3.3;14;7.0;27;0;0;0;0;896;255
31027;01/06/2026;08:50:53;13;3;115.4;62.3;47.36512124 4.90432144;-35.16;-19.43;-2.59;0.55;-11.54;0.70;1.14;1.10;3.3;14;7.0;27;0;0;0;0;896;255
31028;01/06/2026;08:50:53;13;3;115.4;62.3;47.36511776 4.90431894;-35.31;-19.02;-2.24;4.44;-8.05;0.80;1.19;1.17;3.3;14;7.0;27;0;0;0;0;896;255
31029;01/06/2026;08:50:53;13;3;115.4;62.3;47.36511428 4.90431643;-35.25;-18.16;4.24;10.80;-13.17;0.76;1.23;1.17;3.3;14;7.0;27;0;0;0;0;896;255
31030;01/06/2026;08:50:53;13;3;115.4;62.3;47.36511080 4.90431392;-35.06;-17.37;3.89;15.23;-10.04;0.69;1.18;1.16;3.3;14;7.0;27;0;0;0;0;896;255
31031;01/06/2026;08:50:53;13;3;115.4;62.3;47.36510733 4.90431140;-35.02;-16.50;4.00;18.59;-10.54;0.72;1.22;1.22;3.3;14;7.0;27;0;0;0;0;896;255
31032;01/06/2026;08:50:54;13;3;115.4;62.3;47.36510385 4.90430888;-34.82;-15.57;1.45;21.55;-13.42;0.73;1.22;1.22;3.3;14;7.0;27;0;0;0;0;896;255
31033;01/06/2026;08:50:54;13;3;115.4;62.3;47.36508996 4.90429856;-34.69;-14.64;1.28;22.01;-6.21;0.77;1.17;1.20;3.3;14;7.0;27;0;0;0;0;896;255
31034;01/06/2026;08:50:54;9;3;115.4;62.3;47.36507608 4.90428825;-34.63;-13.69;1.99;22.24;-10.58;0.73;1.19;1.16;3.3;14;7.0;27;0;0;0;0;896;255
31035;01/06/2026;08:50:54;9;3;115.4;62.3;47.36506219 4.90427792;-34.89;-12.77;-8.81;21.03;-10.25;0.77;1.22;1.17;3.3;14;7.0;27;0;0;0;0;896;255
31036;01/06/2026;08:50:54;9;3;115.4;62.3;47.36504856 4.90426778;-35.06;-11.80;-4.19;21.19;-11.79;0.78;1.16;1.20;3.3;14;7.0;27;0;0;0;0;896;255
31037;01/06/2026;08:50:54;9;3;115.4;62.3;47.36503565 4.90425996;-35.17;-10.46;-3.83;24.39;-21.95;0.81;1.23;1.21;3.3;14;7.0;27;0;0;0;0;896;255
31038;01/06/2026;08:50:54;9;3;115.4;62.3;47.36502112 4.90425285;-35.32;-8.69;-1.90;31.66;-33.36;0.80;1.23;1.23;3.3;14;7.0;27;0;0;0;0;896;255
31039;01/06/2026;08:50:54;9;3;115.4;62.3;47.36500636 4.90424562;-35.85;-6.97;-13.45;38.31;-35.96;0.80;1.28;1.23;3.3;14;7.0;27;0;0;0;0;896;255
31040;01/06/2026;08:50:54;9;3;115.4;62.3;47.36499159 4.90423839;-35.99;-5.22;-9.70;42.08;-26.80;0.75;1.28;1.26;3.3;14;7.0;27;0;0;0;0;896;255
31041;01/06/2026;08:50:54;9;3;115.4;62.3;47.36497683 4.90423117;-36.37;-3.46;-11.37;41.36;-29.82;0.80;1.26;1.26;3.3;14;7.0;27;0;0;0;0;896;255
31042;01/06/2026;08:50:54;9;3;115.4;62.3;47.36496207 4.90422394;-36.48;-1.70;-6.78;43.40;-26.85;0.79;1.21;1.24;3.3;14;7.0;27;0;0;0;0;896;255
31043;01/06/2026;08:50:54;9;3;115.4;62.3;47.36494731 4.90421671;-36.83;-0.01;-11.55;43.97;-25.28;0.75;1.16;1.19;3.3;14;7.0;27;0;0;0;0;896;255
31044;01/06/2026;08:50:54;9;3;115.4;62.3;47.36493255 4.90420948;-37.38;1.88;-13.60;32.90;-28.39;0.66;1.06;1.13;3.3;14;7.0;27;0;0;0;0;896;255
31045;01/06/2026;08:50:54;9;3;115.4;62.3;47.36491779 4.90420225;-37.98;3.05;-17.38;25.93;-21.26;0.65;1.01;1.05;3.3;14;7.0;27;0;0;0;0;896;255
31046;01/06/2026;08:50:54;9;3;115.4;62.3;47.36490303 4.90419502;-38.51;4.05;-18.14;15.92;-25.83;0.64;0.95;0.99;3.3;14;7.0;27;0;0;0;0;896;255
31047;01/06/2026;08:50:54;9;3;115.4;62.3;47.36488826 4.90418781;-38.86;4.38;-12.35;-3.03;-20.99;0.55;0.87;0.91;3.3;15;7.0;27;0;0;0;0;896;255
31048;01/06/2026;08:50:54;9;3;120.6;65.1;47.36487283 4.90418027;-39.22;4.51;-11.27;-11.20;-17.84;0.52;0.79;0.86;3.3;15;7.0;27;0;0;0;0;896;255
31049;01/06/2026;08:50:54;9;3;120.7;65.1;47.36486892 4.90417842;-39.52;4.54;-11.79;-18.02;-20.68;0.53;0.78;0.83;3.3;15;7.0;27;0;0;0;0;896;255
31050;01/06/2026;08:50:54;9;3;120.7;65.1;47.36486501 4.90417658;-39.50;4.20;-3.75;-22.00;-15.55;0.53;0.77;0.79;3.3;15;7.0;27;0;0;0;0;896;255
31051;01/06/2026;08:50:54;9;3;120.7;65.1;47.36486110 4.90417474;-39.54;3.84;-2.98;-23.43;-10.98;0.55;0.76;0.78;3.3;15;7.0;27;0;0;0;0;896;255
31052;01/06/2026;08:50:54;9;3;120.7;65.1;47.36485726 4.90417295;-39.69;3.40;-4.27;-26.77;-9.57;0.58;0.80;0.78;3.3;15;7.0;27;0;0;0;0;896;255
31053;01/06/2026;08:50:54;9;3;120.7;65.1;47.36485356 4.90417124;-39.61;2.76;1.93;-29.26;-6.89;0.61;0.82;0.78;3.3;15;7.0;27;0;0;0;0;896;255
31054;01/06/2026;08:50:54;9;3;120.7;65.1;47.36484987 4.90416963;-39.42;2.22;4.02;-26.28;-6.54;0.60;0.81;0.81;3.3;15;7.0;27;0;0;0;0;896;255
31055;01/06/2026;08:50:54;9;3;120.7;65.1;47.36484613 4.90416827;-39.47;2.11;0.94;-24.42;-18.36;0.55;0.80;0.81;3.3;15;7.0;27;0;0;0;0;896;255
31056;01/06/2026;08:50:54;9;3;120.7;65.1;47.36484235 4.90416701;-39.50;2.02;-0.55;-24.62;-26.55;0.59;0.84;0.82;3.3;15;7.0;27;0;0;0;0;896;255
31057;01/06/2026;08:50:54;9;3;120.7;65.1;47.36483842 4.90416569;-39.34;1.92;3.72;-18.45;-18.78;0.67;0.87;0.86;3.3;15;7.0;27;0;0;0;0;896;255
31058;01/06/2026;08:50:54;13;3;120.7;65.1;47.36483442 4.90416435;-38.97;1.92;12.19;-15.62;-20.43;0.69;0.90;0.87;3.3;15;7.0;27;0;0;0;0;896;255
31059;01/06/2026;08:50:54;13;3;120.7;65.1;47.36483041 4.90416302;-38.80;1.80;5.29;-17.70;-19.63;0.66;0.94;0.90;3.3;15;7.0;27;0;0;0;0;896;255
31060;01/06/2026;08:50:54;13;3;120.7;65.1;47.36482640 4.90416171;-38.67;1.59;2.34;-12.56;-9.86;0.58;0.94;0.92;3.3;15;7.0;27;0;0;0;0;896;255
31061;01/06/2026;08:50:54;13;3;120.7;65.1;47.36482239 4.90416040;-38.20;1.42;10.27;-5.36;-1.30;0.52;0.91;0.92;3.3;15;7.0;27;0;0;0;0;896;255
31062;01/06/2026;08:50:54;13;3;120.7;65.1;47.36481838 4.90415910;-37.63;1.22;17.31;-4.32;3.05;0.48;0.86;0.89;3.3;15;7.0;27;0;0;0;0;896;255
31063;01/06/2026;08:50:55;13;3;120.7;65.1;47.36481437 4.90415781;-36.68;0.77;26.04;-5.25;8.91;0.47;0.82;0.85;3.3;15;7.0;27;0;0;0;0;896;255
31064;01/06/2026;08:50:55;13;3;120.7;65.1;47.36480020 4.90415272;-36.19;0.61;19.56;-4.28;1.69;0.49;0.75;0.80;3.3;15;7.0;27;0;0;0;0;896;255
31065;01/06/2026;08:50:55;13;3;120.7;65.1;47.36478602 4.90414764;-35.58;0.45;20.33;0.39;1.92;0.55;0.78;0.81;3.3;15;7.0;27;0;0;0;0;896;255
31066;01/06/2026;08:50:55;9;3;120.7;65.1;47.36477185 4.90414257;-34.87;0.71;23.07;11.87;1.99;0.65;0.86;0.85;3.3;15;7.0;27;0;0;0;0;896;255
31067;01/06/2026;08:50:55;9;3;120.7;65.1;47.36475768 4.90413749;-34.18;1.64;22.80;20.76;-19.90;0.75;0.95;0.91;3.3;15;7.0;27;0;0;0;0;896;255
31068;01/06/2026;08:50:55;9;3;120.7;65.1;47.36474350 4.90413242;-33.91;2.41;11.27;22.13;-19.93;0.82;1.09;1.00;3.3;15;7.0;27;0;0;0;0;896;255
31069;01/06/2026;08:50:55;9;3;120.7;65.1;47.36472933 4.90412735;-33.90;2.92;3.51;20.41;-6.98;0.81;1.18;1.07;3.3;15;7.0;27;0;0;0;0;896;255
31070;01/06/2026;08:50:55;9;3;120.7;65.1;47.36471564 4.90412246;-34.01;3.42;-2.43;18.86;-6.37;0.76;1.17;1.14;3.3;15;7.0;27;0;0;0;0;896;255
31071;01/06/2026;08:50:55;9;3;120.7;65.1;47.36470351 4.90412003;-34.50;3.86;-12.53;19.09;-7.26;0.76;1.20;1.19;3.3;15;7.0;27;0;0;0;0;896;255
31072;01/06/2026;08:50:55;9;3;120.7;65.1;47.36468922 4.90411877;-34.50;4.19;-1.56;17.50;-0.79;0.76;1.21;1.20;3.3;15;7.0;27;0;0;0;0;896;255
31073;01/06/2026;08:50:55;9;3;120.7;65.1;47.36467466 4.90411747;-34.39;4.52;5.41;13.32;-4.66;0.82;1.20;1.21;3.3;15;7.0;27;0;0;0;0;896;255
31074;01/06/2026;08:50:55;9;3;120.7;65.1;47.36466010 4.90411618;-34.11;4.59;4.16;7.03;-2.50;0.87;1.22;1.22;3.3;15;7.0;27;0;0;0;0;896;255
31075;01/06/2026;08:50:55;9;3;120.7;65.1;47.36464554 4.90411488;-33.99;4.57;4.73;4.49;-3.34;0.88;1.19;1.20;3.3;15;7.0;27;0;0;0;0;896;255
31076;01/06/2026;08:50:55;9;3;120.7;65.1;47.36463098 4.90411358;-34.02;4.65;-0.28;3.90;-3.57;0.83;1.19;1.20;3.3;15;7.0;27;0;0;0;0;896;255
31077;01/06/2026;08:50:55;9;3;120.7;65.1;47.36461642 4.90411229;-33.81;4.77;1.71;6.86;-5.97;0.66;1.11;1.14;3.3;15;7.0;27;0;0;0;0;896;255
31078;01/06/2026;08:50:55;9;3;120.7;65.1;47.36460186 4.90411098;-33.70;5.12;4.84;10.52;-13.08;0.70;1.06;1.11;3.3;15;7.0;27;0;0;0;0;896;255
31079;01/06/2026;08:50:55;9;3;120.7;65.1;47.36458729 4.90410967;-33.48;5.60;7.64;11.55;-15.73;0.64;1.00;1.05;3.3;15;7.0;27;0;0;0;0;896;255
31080;01/06/2026;08:50:55;9;3;120.7;65.1;47.36457112 4.90410714;-33.35;6.13;3.26;12.95;-19.95;0.73;1.00;1.02;3.3;15;7.0;27;0;0;0;0;896;255
31081;01/06/2026;08:50:55;9;3;126.3;68.2;47.36455570 4.90410317;-33.06;6.84;3.93;16.18;-20.04;0.75;1.05;1.04;3.3;15;7.0;27;0;0;0;0;896;255
31082;01/06/2026;08:50:55;9;3;126.4;68.2;47.36455161 4.90410228;-32.74;7.51;11.89;17.77;-16.00;0.86;1.09;1.05;3.3;15;7.0;27;0;0;0;0;896;255
31083;01/06/2026;08:50:55;9;3;126.4;68.2;47.36454752 4.90410137;-32.50;8.05;7.70;20.21;-13.72;0.86;1.14;1.11;3.3;15;7.0;27;0;0;0;0;896;255
31084;01/06/2026;08:50:55;9;3;126.4;68.2;47.36454344 4.90410046;-32.26;8.59;8.17;18.29;-13.82;0.84;1.18;1.13;3.3;15;7.0;27;0;0;0;0;896;255
31085;01/06/2026;08:50:55;9;3;126.4;68.2;47.36453935 4.90409954;-32.24;9.08;3.73;17.46;-13.03;0.81;1.17;1.18;3.3;15;7.0;27;0;0;0;0;896;255
31086;01/06/2026;08:50:55;9;3;126.4;68.2;47.36453527 4.90409861;-32.28;9.59;-0.82;20.94;-10.54;0.77;1.15;1.17;3.3;15;7.0;27;0;0;0;0;896;255
31087;01/06/2026;08:50:55;9;3;126.4;68.2;47.36453118 4.90409767;-32.37;10.27;2.10;22.82;-11.40;0.78;1.15;1.16;3.3;15;7.0;27;0;0;0;0;896;255
31088;01/06/2026;08:50:55;9;3;126.4;68.2;47.36452710 4.90409672;-32.14;10.89;8.10;23.92;-10.48;0.73;1.08;1.12;3.3;15;7.0;27;0;0;0;0;896;255
31089;01/06/2026;08:50:55;9;3;126.4;68.2;47.36452302 4.90409576;-32.24;11.48;0.12;23.28;-10.89;0.76;1.08;1.10;3.3;15;7.0;27;0;0;0;0;896;255
31090;01/06/2026;08:50:55;9;3;126.4;68.2;47.36451894 4.90409479;-32.34;12.08;-1.69;22.23;-10.77;0.73;1.08;1.08;3.3;15;7.0;27;0;0;0;0;896;255
31091;01/06/2026;08:50:55;13;3;126.4;68.2;47.36451487 4.90409381;-32.21;12.68;1.22;21.17;-12.25;0.75;1.11;1.09;3.3;15;7.0;27;0;0;0;0;896;255
31092;01/06/2026;08:50:55;13;3;126.4;68.2;47.36451079 4.90409282;-32.12;13.15;4.72;20.67;-9.27;0.87;1.17;1.14;3.3;15;7.0;27;0;0;0;0;896;255
31093;01/06/2026;08:50:55;13;3;126.4;68.2;47.36450671 4.90409183;-31.93;13.55;9.84;18.33;-5.01;0.86;1.21;1.15;3.3;15;7.0;27;0;0;0;0;896;255
31094;01/06/2026;08:50:55;13;3;126.4;68.2;47.36450264 4.90409084;-31.74;13.86;11.77;15.27;-7.32;0.93;1.23;1.18;3.3;15;7.0;27;0;0;0;0;896;255
31095;01/06/2026;08:50:56;13;3;126.4;68.2;47.36449856 4.90408985;-31.27;14.13;15.23;15.22;-5.78;0.75;1.15;1.17;3.3;15;7.0;27;0;0;0;0;896;255
31096;01/06/2026;08:50:56;13;3;126.4;68.2;47.36448451 4.90408613;-31.07;14.47;11.72;16.05;-9.57;0.79;1.15;1.18;3.3;15;7.0;27;0;0;0;0;896;255
31097;01/06/2026;08:50:56;13;3;126.4;68.2;47.36447045 4.90408241;-30.67;14.83;14.59;14.26;-10.35;0.74;1.11;1.16;3.3;15;7.0;27;0;0;0;0;896;255
31098;01/06/2026;08:50:56;13;3;126.4;68.2;47.36445640 4.90407868;-30.47;15.04;10.15;13.17;-8.49;0.86;1.12;1.15;3.3;15;7.0;27;0;0;0;0;896;255
31099;01/06/2026;08:50:56;9;3;126.4;68.2;47.36444235 4.90407496;-30.59;15.36;1.70;14.30;-8.36;0.89;1.16;1.15;3.3;15;7.0;27;0;0;0;0;896;255
31100;01/06/2026;08:50:56;9;3;126.4;68.2;47.36442829 4.90407123;-30.89;15.60;-1.82;17.57;-2.88;0.95;1.20;1.16;3.3;15;7.0;27;0;0;0;0;896;255
31101;01/06/2026;08:50:56;9;3;126.4;68.2;47.36441424 4.90406750;-31.27;16.11;-1.78;23.39;-2.52;0.97;1.23;1.19;3.3;15;7.0;27;0;0;0;0;896;255
31102;01/06/2026;08:50:56;9;3;126.4;68.2;47.36440018 4.90406378;-31.69;16.62;-4.24;24.23;-4.61;0.98;1.22;1.20;3.3;15;7.0;27;0;0;0;0;896;255
31103;01/06/2026;08:50:56;9;3;126.4;68.2;47.36438613 4.90406005;-31.96;17.17;0.19;25.40;-3.40;1.01;1.24;1.24;3.3;15;7.0;27;0;0;0;0;896;255
31104;01/06/2026;08:50:56;9;3;126.4;68.2;47.36437208 4.90405633;-32.31;17.61;-3.46;23.20;-3.79;1.00;1.25;1.24;3.3;15;7.0;27;0;0;0;0;896;255
31105;01/06/2026;08:50:56;9;3;126.4;68.2;47.36435791 4.90405257;-32.66;18.07;-4.78;19.47;-8.51;1.03;1.27;1.26;3.3;15;7.0;27;0;0;0;0;896;255
31106;01/06/2026;08:50:56;9;3;126.4;68.2;47.36434348 4.90404839;-32.84;18.29;0.69;15.77;-6.13;0.99;1.31;1.27;3.3;15;7.0;27;0;0;0;0;896;255
31107;01/06/2026;08:50:56;9;3;126.4;68.2;47.36432950 4.90404414;-33.11;18.40;-0.39;13.83;-0.53;1.07;1.34;1.32;3.3;15;7.0;27;0;0;0;0;896;255
31108;01/06/2026;08:50:56;9;3;126.4;68.2;47.36431551 4.90403989;-33.31;18.67;3.92;16.79;-1.23;1.10;1.35;1.33;3.3;15;7.0;27;0;0;0;0;896;255
31109;01/06/2026;08:50:56;9;3;126.4;68.2;47.36430153 4.90403564;-33.43;18.96;6.08;19.57;-0.94;1.09;1.33;1.32;3.3;15;7.0;27;0;0;0;0;896;255
31110;01/06/2026;08:50:56;9;3;126.4;68.2;47.36428754 4.90403137;-33.57;19.34;7.58;19.87;-4.67;1.17;1.38;1.36;3.3;15;7.0;27;0;0;0;0;896;255
31111;01/06/2026;08:50:56;9;3;126.4;68.2;47.36427356 4.90402709;-33.78;19.76;4.21;20.98;-5.90;1.18;1.35;1.37;3.3;15;7.0;27;0;0;0;0;896;255
31112;01/06/2026;08:50:56;9;3;126.4;68.2;47.36425958 4.90402281;-34.04;20.16;1.69;20.61;-5.49;1.23;1.34;1.38;3.3;15;7.0;27;0;0;0;0;896;255
31113;01/06/2026;08:50:56;9;3;126.4;68.2;47.36424560 4.90401852;-34.51;20.45;-2.42;19.88;-2.50;1.25;1.41;1.40;3.3;15;7.0;27;0;0;0;0;896;255
31114;01/06/2026;08:50:56;9;3;129.8;70.1;47.36423125 4.90401410;-34.76;20.53;1.42;18.27;4.62;1.27;1.43;1.42;3.3;15;7.0;27;0;0;0;0;896;255
31115;01/06/2026;08:50:56;9;3;129.9;70.1;47.36422653 4.90401266;-34.94;20.74;4.69;17.67;0.96;1.28;1.47;1.43;3.3;15;7.0;27;0;0;0;0;896;255
31116;01/06/2026;08:50:56;9;3;129.9;70.1;47.36422182 4.90401120;-35.11;20.92;7.92;19.20;1.38;1.27;1.49;1.44;3.3;15;7.0;27;0;0;0;0;896;255
31117;01/06/2026;08:50:56;9;3;129.9;70.1;47.36421723 4.90400912;-35.16;21.15;8.93;18.00;1.60;1.26;1.48;1.45;3.3;15;7.0;27;0;0;0;0;896;255
31118;01/06/2026;08:50:56;9;3;129.9;70.1;47.36421265 4.90400693;-35.16;21.35;7.18;15.17;-4.13;1.21;1.43;1.46;3.3;15;7.0;27;0;0;0;0;896;255
31119;01/06/2026;08:50:56;9;3;129.9;70.1;47.36420849 4.90400493;-35.22;21.51;6.45;15.46;-1.49;1.19;1.45;1.46;3.3;15;7.0;27;0;0;0;0;896;255
31120;01/06/2026;08:50:56;9;3;129.9;70.1;47.36420446 4.90400298;-35.29;21.67;8.15;14.75;-1.26;1.18;1.42;1.44;3.3;15;7.0;27;0;0;0;0;896;255
31121;01/06/2026;08:50:56;9;3;129.9;70.1;47.36420044 4.90400102;-35.22;21.83;9.82;13.32;-3.33;1.19;1.43;1.43;3.3;15;7.0;27;0;0;0;0;896;255
31122;01/06/2026;08:50:56;9;3;129.9;70.1;47.36419641 4.90399906;-35.35;21.92;6.55;13.70;0.07;1.16;1.41;1.41;3.3;15;7.0;27;0;0;0;0;896;255
31123;01/06/2026;08:50:56;9;3;129.9;70.1;47.36419239 4.90399709;-35.47;21.97;6.96;13.13;-0.89;1.19;1.40;1.40;3.3;15;7.0;27;0;0;0;0;896;255
31124;01/06/2026;08:50:56;13;3;129.9;70.1;47.36418837 4.90399511;-35.45;22.01;8.63;13.72;1.61;1.17;1.39;1.42;3.3;15;7.0;27;0;0;0;0;896;255
31125;01/06/2026;08:50:56;13;3;129.9;70.1;47.36418435 4.90399314;-35.57;22.06;6.84;12.40;-1.77;1.17;1.39;1.38;3.3;15;7.0;27;0;0;0;0;896;255
31126;01/06/2026;08:50:57;13;3;129.9;70.1;47.36418033 4.90399117;-35.44;22.21;9.92;11.90;-3.82;1.18;1.40;1.38;3.3;15;7.0;27;0;0;0;0;896;255
31127;01/06/2026;08:50:57;13;3;129.9;70.1;47.36416785 4.90398508;-35.52;22.16;7.52;11.25;-0.68;1.22;1.46;1.42;3.3;15;7.0;27;0;0;0;0;896;255
